,Row,Create,Use,Pen,Repeat,Geometry,Cblock,Note,Anon Student Id,New Id,Timespent
0,284,0,0,0,0,0,0,codestart,0/5cLN8GIL3SYVkS,0,0.0
1,313,0,0,0,0,1,0,"turn(reportQuotient(literal, literal))",0/5cLN8GIL3SYVkS,0,83.0
2,315,0,0,0,0,2,0,"turn(reportQuotient([literal=360], literal))",0/5cLN8GIL3SYVkS,0,87.0
3,370,0,0,0,0,2,1,  [customBlock=Draw a polygon] {script},0/5cLN8GIL3SYVkS,0,467.0
4,545,0,0,1,0,2,1,down,0/5cLN8GIL3SYVkS,0,1360.0
5,560,0,0,1,2,2,1,"doRepeat([literal=10], script {turn(reportQuot...",0/5cLN8GIL3SYVkS,0,1391.0
6,575,0,0,2,2,2,1,setSize([literal=1]),1/5cLN8GIL3SYVkS,0,1400.0
7,814,1,0,2,2,2,1,[varDec=sides],1/5cLN8GIL3SYVkS,0,2322.0
8,816,2,0,2,2,2,1,[varDec=length],0/5cLN8GIL3SYVkS,0,2327.0
9,855,3,0,2,2,2,1,[varDec=Thickness],0/5cLN8GIL3SYVkS,0,2389.0
10,921,3,0,2,4,2,1,"doRepeat([var=# of sides], script {forward(getLastAnswer)}",0/5cLN8GIL3SYVkS,0,2608.0
11,978,3,1,2,4,3,1,"reportQuotient([literal=360], [var=# of sides])",0/5cLN8GIL3SYVkS,0,2862.0
12,1065,3,2,2,5,3,1,"doRepeat([var=# of sides], script {forward([var=length])})",0/5cLN8GIL3SYVkS,0,3072.0
13,1304,3,3,2,6,3,1,"do--->Repeat([var=# of sides], script {forward([var=length])turn(reportQuotient([literal=360], [var=# of sides])) })appeared before ask and getanswer",0/5cLN8GIL3SYVkS,0,3997.0
14,1342,3,4,3,6,3,1,"setSize(--->[var=Thickness of pen]), task finish with success",0/5cLN8GIL3SYVkS,0,4146.0
