,Row,Create,Use,Pen,Repeat,Geometry,Cblock,Note,Anon Student Id,New Id,Timespent
0,25752,0,0,0,0,0,0,code start,7oTKnwVxfyGu1LRS,8,0.0
1,25761,1,0,0,0,0,0, [varDec=length],7oTKnwVxfyGu1LRS,8,41.0
2,25825,1,0,1,0,0,0, down,7oTKnwVxfyGu1LRS,8,235.0
3,25973,1,0,1,0,0,1,   [customBlock=Polygon %s] {,7oTKnwVxfyGu1LRS,8,2087.0
4,26160,1,0,1,1,0,1,   doRepeat([literal=10],7oTKnwVxfyGu1LRS,8,2999.0
5,26193,2,0,1,1,0,1,     [varDec=thickness],7oTKnwVxfyGu1LRS,8,3178.0
6,26201,3,0,1,1,0,1,   [varDec=sides],7oTKnwVxfyGu1LRS,8,3231.0
7,26215,3,0,2,1,0,1, setSize([literal=1]),7oTKnwVxfyGu1LRS,8,3261.0
8,26218,3,1,3,1,0,1,       setSize([!!!!!var=thickness]),7oTKnwVxfyGu1LRS,8,3274.0
9,26237,3,2,3,2,0,1,"doRepeat([!!!!!var=sides], script)}",7oTKnwVxfyGu1LRS,8,3320.0
10,26244,3,2,3,3,0,1,        forward([literal=10]) in repeat,7oTKnwVxfyGu1LRS,8,3333.0
11,26461,3,2,3,3,0,1,"       end of code, did not succeed",7oTKnwVxfyGu1LRS,8,554825.0
